genre,artist_name,track_name,Rank_x,emotion_score_x,emotion_bucket,Rank,Game Title,Year,Genre,emotion_score_y
Opera,Maria Callas,""" La Traviata "" : Amami Alfredo (Act II) - Digitally Remastered",0.6702127659574468,0.79,79,0.6647429171038824,SoulCalibur II,2003.0,Fighting,0.8
Indie,The Gaslight Anthem,"""45""",0.4893617021276595,0.26,26,0.4889821615949632,The Simpsons Game,2007.0,Platform,0.27
Opera,Gaetano Donizetti,"""Ah mes amis - Pour mon âme""",0.7127659574468085,0.63,63,0.7124868835257083,James Bond 007: Everything or Nothing,2004.0,Shooter,0.63
Opera,Jules Massenet,"""Ai-je dit vrai?""",0.946808510638298,0.86,86,0.954354669464848,The Legend of Zelda: Twilight Princess,2006.0,Adventure,0.85
Soundtrack,Alan Silvestri,"""All That Is or Ever Was or Ever Will Be""",0.4787234042553191,0.86,86,0.4590766002098636,Drawn To Life: SpongeBob SquarePants Edition,2008.0,Adventure,0.85
Opera,Jules Massenet,"""Alors, c'est bien ici""",0.9361702127659576,0.78,78,0.9375655823714586,Dragon Quest IX: Sentinels of the Starry Skies,2009.0,Role-Playing,0.77
Opera,Giuseppe Verdi,"""Alta cagion v'aduna""",0.7872340425531915,0.69,69,0.7875131164742918,Sega Superstars Tennis,2008.0,Sports,0.7
Opera,Plácido Domingo,"""Amapola""",0.925531914893617,0.5,50,0.9281217208814272,Pokémon Pinball,1999.0,Misc,0.5
Movie,Judy Kuhn,"""Are You Running Away from Me?""",0.9680851063829788,0.49,49,0.9679958027282268,Mario Party DS,2007.0,Misc,0.5
Blues,The Blues Brothers,"""B"" Movie Box Car Blues - Live Version",0.6595744680851063,0.44,44,0.6636935991605457,Sim Theme Park,1998.0,Strategy,0.43
Soundtrack,Alan Silvestri,"""Best Day Ever""",0.425531914893617,0.86,86,0.4312696747114375,LEGO Indiana Jones: The Original Adventures,2008.0,Adventure,0.85
Anime,MY FIRST STORY,"""Boom""",0.6914893617021276,0.29,28,0.6935991605456453,LittleBigPlanet,2009.0,Platform,0.27
Comedy,Eddie Murphy,"""Buckwheat""",0.776595744680851,0.44,44,0.7743966421825813,Pokémon Stadium 2,2000.0,Strategy,0.43
Children's Music,Little Apple Band,"""C"" Is for Cookie",0.9787234042553192,0.27,27,0.978488982161595,Super Mario Land 2: 6 Golden Coins,1992.0,Platform,0.27
Opera,Alessandro Scarlatti,"""Caldo Sangue""",0.8191489361702128,0.85,85,0.8210912906610703,The Legend of Zelda: Spirit Tracks,2009.0,Adventure,0.85
Opera,Gioachino Rossini,"""Cessa di più resistere""",0.9042553191489362,0.69,69,0.9060860440713536,Tony Hawk's Pro Skater 2,2000.0,Sports,0.7
Classical,Wolfgang Amadeus Mozart,"""Ch'io mi scordi di te... Non temer, amato bene"", K.505",0.5,0.76,76,0.5005246589716684,Dragon Quest V: Hand of the Heavenly Bride,2008.0,Role-Playing,0.77
Opera,Giuseppe Verdi,"""Che veggo!...Egli?...Mio padre!""",0.8191489361702128,0.81,81,0.8153200419727178,Dragon Ball Z: Budokai,2002.0,Fighting,0.8
Opera,Giuseppe Verdi,"""Chi mai fra gl'inni e i plausi""",0.7978723404255319,0.84,84,0.8058761804826863,LEGO Batman: The Videogame,2008.0,Adventure,0.85
Classical,Johann Sebastian Bach,"""Christen, ätzet diesen Tag"", BWV 63: I. Choral ""Christen, ätzet diesen Tag""",0.5425531914893617,0.44,44,0.5383001049317944,Pikmin,2001.0,Strategy,0.43
Classical,Antonio Vivaldi,"""Concerto Funebre"" con hautbois sordini e salmoè, violino principale e viole da gamba (Si Bem. Maggiore, RV 579): II. Allegro poco poco",0.5531914893617021,0.84,84,0.55299055613851,"Monsters, Inc.",2001.0,Adventure,0.85
Opera,Giuseppe Verdi,"""Di Provenza il mar...Né risponde d'un padre...""",0.9361702127659576,0.84,84,0.9260230849947534,Assassin's Creed,2007.0,Adventure,0.85
Classical,Wolfgang Amadeus Mozart,"""Don Giovanni, a cenar teco m'invitasti""",0.6702127659574468,0.8,80,0.6647429171038824,SoulCalibur II,2003.0,Fighting,0.8
Opera,Jules Massenet,"""Elle m'aime...elle pense à moi...Quelle prière de reconnaissance et d'amour""",0.946808510638298,0.8,80,0.9485834207764952,Street Fighter II: The World Warrior,1992.0,Fighting,0.8
Opera,Jules Massenet,"""Et moi, Werther, et moi je t'aime!""",0.946808510638298,0.86,86,0.954354669464848,The Legend of Zelda: Twilight Princess,2006.0,Adventure,0.85
Opera,Gaetano Donizetti,"""Favorita del re...Spirto gentil""",0.9680851063829788,0.81,81,0.9590766002098636,Tekken 3,1998.0,Fighting,0.8
Opera,Philharmonia Orchestra,"""Folle di Gelosia"" from Il Tabarro - Voice",0.7553191489361702,0.85,85,0.7612801678908709,Harry Potter and the Chamber of Secrets,2002.0,Adventure,0.85
Opera,Jules Massenet,"""Frère, voyez le beau bouquet!...Du gai soleil, plein de flamme...Heureux! Pourrai-je l'être encore?...Du gai soleil""",0.9148936170212766,0.81,81,0.9359916054564532,Super Smash Bros.,1999.0,Fighting,0.8
Opera,Giuseppe Verdi,"""Fu la sorte dell'armi a'tuoi funesta""",0.8085106382978723,0.84,84,0.80797481636936,The Legend of Zelda: Ocarina of Time,2011.0,Adventure,0.85
Opera,Giuseppe Verdi,"""Fuggiam gli ardori inospiti""",0.8404255319148936,0.8,80,0.8389296956977964,Tekken 4,2002.0,Fighting,0.8
Opera,Giuseppe Verdi,"""Già i Sacerdoti adunansi""",0.8404255319148936,0.62,62,0.8462749213011542,James Bond 007: Agent Under Fire,2001.0,Shooter,0.63
Opera,Giuseppe Verdi,"""Gloria all'Egitto, ad Iside""",0.7978723404255319,0.8,80,0.79800629590766,WWE SmackDown! vs. RAW 2006,2005.0,Fighting,0.8
Classical,Frédéric Chopin,"""Grande valse brillante"" en Mi bémol majeur, Op. 18",0.6808510638297872,0.71,71,0.6810073452256034,Pro Evolution Soccer 2012,2011.0,Sports,0.7
Electronic,Black Devil Disco Club,"""H"" Friend",0.7446808510638298,0.28,28,0.7523609653725079,Super Mario All-Stars: Limited Edition,2010.0,Platform,0.27
Comedy,Doug Stanhope,"""Hello, Sarah?""",0.8191489361702128,0.51,51,0.8200419727177335,Animal Crossing,2001.0,Simulation,0.5
Movie,Audra McDonald,"""I Better Watch Myself Here...""",0.9680851063829788,0.69,69,0.9632738719832108,Mario & Sonic at the Olympic Games,2007.0,Sports,0.7
Movie,Audra McDonald,"""I Want You All to Meet Pepi...""",0.9787234042553192,0.64,64,0.9811122770199372,Halo 3,2007.0,Shooter,0.63
Movie,Audra McDonald,"""I Was Doin' the Bad Drugs Heavy...""",0.9680851063829788,0.71,71,0.9632738719832108,Mario & Sonic at the Olympic Games,2007.0,Sports,0.7
Movie,Audra McDonald,"""I Was Singin' with Artie's Band...""",0.9574468085106382,0.62,62,0.9559286463798532,Call of Duty: World at War,2008.0,Shooter,0.63
Ska,The Lawrence Arms,"""I'll Take What's in the Box Monty""",0.8085106382978723,0.27,27,0.8100734522560336,Rayman,1995.0,Platform,0.27
Soundtrack,John Williams,"""Indiana Jones - Raiders Of The Lost Ark"" Suite",0.7446808510638298,0.76,76,0.7471143756558237,Monster Hunter Freedom 2,2007.0,Role-Playing,0.77
Opera,Pietro Mascagni,"""Intanto, amici, qua...Viva il vino spumeggiante""",0.8829787234042553,0.5,50,0.8798530954879329,Namco Museum Vol.3,1996.0,Misc,0.5
Comedy,Eddie Griffin,"""JAY"" WALKING",0.8404255319148936,0.58,57,0.8363064008394544,F-1 Race,1990.0,Racing,0.58
Opera,Jules Massenet,"""Jésus vient de naître!""",0.946808510638298,0.78,78,0.9459601259181531,World of Warcraft,2004.0,Role-Playing,0.77
Comedy,Dan Cummins,"""Kyler"" & ""Monroe""",0.7446808510638298,0.56,56,0.7481636935991606,Crazy Taxi,2001.0,Racing,0.58
Opera,Giuseppe Verdi,"""L'aborrita rivale a me sfuggia""",0.8404255319148936,0.85,85,0.8378803777544597,Grand Theft Auto 2,1998.0,Adventure,0.85
Opera,Giuseppe Verdi,"""La fatal pietra sovra me si chiuse""",0.8404255319148936,0.86,86,0.8378803777544597,Grand Theft Auto 2,1998.0,Adventure,0.85
Opera,Ramón Vargas,"""Languir per una bella"" from L'Italiana in Algeri",0.9042553191489362,0.79,79,0.8830010493179433,Street Fighter II Turbo,1992.0,Fighting,0.8
Opera,Giuseppe Verdi,"""Libiamo ne'lieti calici""",0.5957446808510638,0.7,70,0.5970619097586569,NFL GameDay 2000,1999.0,Sports,0.7
Soundtrack,Howard Shore,"""Long Ways to Go Yet"" / ""Gollum's Song"" (feat. Emiliana Torrini)",0.6808510638297872,0.91,91,0.6825813221406086,Final Fantasy Tactics Advance,2003.0,Action,0.92
Classical,Wolfgang Amadeus Mozart,"""Là ci darem la mano""",0.6063829787234042,0.78,78,0.60598111227702,Secret of Mana,1993.0,Role-Playing,0.77
Opera,Giuseppe Verdi,"""Ma tu, Re, tu signore possente""",0.8191489361702128,0.71,71,0.8189926547743966,FIFA Soccer 08,2007.0,Sports,0.7
Opera,Jules Massenet,"""Mais venez donc! Le cortège s'approche""",0.9574468085106382,0.58,57,0.9564533053515216,Mario Kart: Double Dash!!,2003.0,Racing,0.58
Opera,Giacomo Meyerbeer,"""Mi batte il cor...O Paradiso!""",0.9574468085106382,0.81,81,0.9580272822665268,Super Smash Bros. Melee,2001.0,Fighting,0.8
Opera,Plácido Domingo,"""Mi batte il cor...O Paradiso"" - Live",0.7234042553191489,0.69,69,0.7214060860440714,Tony Hawk's Underground 2,2004.0,Sports,0.7
Comedy,George Carlin,"""My Daddy""",0.6914893617021276,0.44,44,0.7088142707240294,Halo Wars,2009.0,Strategy,0.43
Soundtrack,James Horner,"""My Family Is My Life ...""",0.648936170212766,0.77,77,0.6479538300104932,Pokémon Mystery Dungeon: Blue Rescue Team,2005.0,Role-Playing,0.77
Opera,José Carreras,"""Nessun dorma"" - Live",0.7021276595744681,0.64,64,0.7119622245540399,Borderlands 2,2012.0,Shooter,0.63
Opera,Plácido Domingo,"""No puede ser"" - Live",0.7978723404255319,0.56,56,0.7969569779643232,Gran Turismo,2009.0,Racing,0.58
Opera,Gioachino Rossini,"""Non si da follia maggiore"" (Fiorilla)",0.851063829787234,0.69,69,0.8551941238195173,Pro Evolution Soccer 2008,2007.0,Sports,0.7
Opera,Jules Massenet,"""Noël! Noël! Noël!...Oui, Noël c'est le chant de la délivrance""",0.9574468085106382,0.78,78,0.9585519412381952,The Elder Scrolls V: Skyrim,2011.0,Role-Playing,0.77
Opera,Giuseppe Verdi,"""O Re: pei sacri Numi""",0.8191489361702128,0.7,70,0.8189926547743966,FIFA Soccer 08,2007.0,Sports,0.7
Soundtrack,Thomas Newman,"""O, We're Going Home""",0.7021276595744681,0.7,70,0.70199370409234,Pro Evolution Soccer 2010,2009.0,Sports,0.7
Opera,Jules Massenet,"""Oui, c'est moi!""",0.9574468085106382,0.62,62,0.9559286463798532,Call of Duty: World at War,2008.0,Shooter,0.63
Classical,Ludwig van Beethoven,"""Pastorale"" Symphony No.6 in F Major, Op.68: I. Allegro ma non troppo",0.6702127659574468,0.76,76,0.6720881427072403,Monster Hunter Tri,2009.0,Role-Playing,0.77
Opera,Jules Massenet,"""Pourquoi me réveiller, ô souffle du printemps?""",0.6808510638297872,0.81,81,0.6789087093389297,Mortal Kombat,2011.0,Fighting,0.8
Opera,Giuseppe Verdi,"""Quest'assisa ch'io vesto vi dica""",0.8191489361702128,0.71,71,0.8189926547743966,FIFA Soccer 08,2007.0,Sports,0.7
Opera,Giuseppe Verdi,"""Qui Radames verrà!...O Patria mia""",0.8297872340425532,0.91,91,0.8300104931794334,Star Wars Episode III: Revenge of the Sith,2005.0,Action,0.92
Opera,Giuseppe Verdi,"""Radamès! Radamès! Radamès!""",0.8404255319148936,0.58,57,0.8363064008394544,F-1 Race,1990.0,Racing,0.58
Opera,Giuseppe Verdi,"""Ritorna vincitor!""",0.7978723404255319,0.86,86,0.8058761804826863,LEGO Batman: The Videogame,2008.0,Adventure,0.85
Opera,Giuseppe Verdi,"""Salvator della patria, io ti saluto""",0.8191489361702128,0.85,85,0.8210912906610703,The Legend of Zelda: Spirit Tracks,2009.0,Adventure,0.85
Movie,Judy Kuhn,"""Shortly After We Were Married...""",0.7234042553191489,0.78,78,0.7287513116474292,Dragon Age: Origins,2009.0,Role-Playing,0.77
Children's Music,The Montreal Children's Workshop,"""Sing (Sing a Song)"" Sesame Street",1.0,0.43,43,0.9323189926547744,Pokémon Stadium,1999.0,Strategy,0.43
Opera,Thomas Quasthoff,"""Smile"" (Final Theme from the Motion Picture ""Modern Times"") - Arranged by Nan Schwartz",0.9574468085106382,0.84,84,0.954354669464848,The Legend of Zelda: Twilight Princess,2006.0,Adventure,0.85
Opera,Giuseppe Verdi,"""Su! del Nilo al sacro lido""",0.8191489361702128,0.8,80,0.8153200419727178,Dragon Ball Z: Budokai,2002.0,Fighting,0.8
Opera,Gioachino Rossini,"""Sì, ritrovarla io giuro""",0.8617021276595744,0.78,78,0.8630640083945436,Mario & Luigi: Bowser's Inside Story,2009.0,Role-Playing,0.77
Opera,Gioachino Rossini,"""S’ella mi è ognor fedele…Qual sarà mai la gioia""",0.9148936170212766,0.81,81,0.9359916054564532,Super Smash Bros.,1999.0,Fighting,0.8
Anime,Capcom Sound Team,"""T""- A",0.8617021276595744,0.78,78,0.8630640083945436,Mario & Luigi: Bowser's Inside Story,2009.0,Role-Playing,0.77
Soundtrack,James Horner,"""Take Her to Sea, Mr. Murdoch""",0.5106382978723404,0.76,76,0.5068205666316894,Dark Cloud,2000.0,Role-Playing,0.77
Movie,Audra McDonald,"""That Was in the Early Thirties...""",0.9574468085106382,0.5,50,0.95697796432319,Just Dance,2009.0,Misc,0.5
Children's Music,The Montreal Children's Workshop,"""Theme from Batman"" Batman",1.0,0.29,28,0.997376705141658,New Super Mario Bros.,2006.0,Platform,0.27
Soundtrack,Alan Silvestri,"""This Is My Choice""",0.7021276595744681,0.86,86,0.7035676810073452,Onimusha 2: Samurai's Destiny,2002.0,Adventure,0.85
Opera,Jules Massenet,"""Toute mon âme est là!...Pourquoi me réveiller...Ciel! ai-je compris?""",0.946808510638298,0.62,62,0.94700944386149,Battlefield 3,2011.0,Shooter,0.63
Classical,Franz Schubert,"""Trout"" Quintet in A, Op. 114 (Die Forelle/La Truite): ""Trout"" Quintet in A, Op. 114 (Die Forelle/La Truite): II. Andante",0.5319148936170213,0.76,76,0.5320041972717734,Dragon Quest VI: Realms of Revelation,2010.0,Role-Playing,0.77
Opera,José Carreras,"""Un dì all'azzuro spazio"" - Live",0.7978723404255319,0.71,71,0.7953830010493179,World Soccer Winning Eleven 7 International,2003.0,Sports,0.7
Opera,Gaetano Donizetti,"""Una furtiva lagrima""",0.8829787234042553,0.84,84,0.8746065057712488,Professor Layton and the Diabolical Box,2007.0,Adventure,0.85
Folk,Shakey Graves,"""Unlucky Skin"" - Live from Spotify Nyc",0.5425531914893617,0.56,56,0.5508919202518363,Spy Hunter,2001.0,Racing,0.58
Opera,Giuseppe Verdi,"""Va, pensiero"" (Chorus of the Hebrew Slaves)",0.851063829787234,0.86,86,0.8546694648478489,LEGO Indiana Jones: The Original Adventures,2008.0,Adventure,0.85
Opera,Antonio Caldara,"""Vanne pentita a piangere""",0.5744680851063829,0.86,86,0.5792235047219307,Star Wars Episode I: The Phantom Menace,1999.0,Adventure,0.85
Opera,Giacomo Puccini,"""Vissi d'arte, vissi d'amore""",0.8617021276595744,0.85,85,0.8562434417628542,The Legend of Zelda: Skyward Sword,2011.0,Adventure,0.85
Jazz,Kid Koala,"""Was He Slow?"" - Music From The Motion Picture Baby Driver",0.5851063829787234,0.26,26,0.5865687303252886,Sonic the Hedgehog 3,1994.0,Platform,0.27
Movie,Audra McDonald,"""We Got This Contract...""",0.946808510638298,0.56,56,0.9554039874081848,Need for Speed Underground 2,2004.0,Racing,0.58
Opera,Jules Massenet,"""Werther est de retour""",0.946808510638298,0.8,80,0.9485834207764952,Street Fighter II: The World Warrior,1992.0,Fighting,0.8
Opera,Jules Massenet,"""Werther! Werther!..qui m'aurait dit...Ces lettres ...ah!""",0.9574468085106382,0.8,80,0.9580272822665268,Super Smash Bros. Melee,2001.0,Fighting,0.8
Children's Music,The Montreal Children's Workshop,"""Whistle While You Work"" Snow White and the Seven Dwarfs",1.0,0.28,28,0.997376705141658,New Super Mario Bros.,2006.0,Platform,0.27
Soundtrack,Harry Gregson-Williams,"""Who Are You?""",0.6914893617021276,0.76,76,0.693074501573977,Mario & Luigi: Superstar Saga,2003.0,Role-Playing,0.77
Soundtrack,John Williams,"""With Malice Toward None""",0.7127659574468085,0.85,85,0.7093389296956978,Heavy Rain,2010.0,Adventure,0.85
Opera,Franz Lehár,"""Wolgalied"" from the Czarevich",0.946808510638298,0.76,76,0.9459601259181531,World of Warcraft,2004.0,Role-Playing,0.77
Soundtrack,Howard Shore,"""Wraiths On Wings""",0.6914893617021276,0.62,62,0.689401888772298,Syphon Filter 2,2000.0,Shooter,0.63
Blues,Queens of the Stone Age,"""You Got A Killer Scene There, Man...""",0.6595744680851063,0.51,51,0.661594963273872,The Sims 2: Pets,2006.0,Simulation,0.5
Movie,Idina Menzel,"""You Were Good""",0.8936170212765957,0.63,63,0.8861490031479539,Resistance: Fall of Man,2006.0,Shooter,0.63
Soundtrack,James Horner,"""You don't dream in cryo. ....""",0.5638297872340425,0.85,85,0.555613850996852,Metroid Fusion,2002.0,Adventure,0.85
Classical,Johann Sebastian Bach,"""Zion hört die Wächter singen"" from the Cantata BWV 140 ""Wachet auf, ruft uns die Stimme""",0.6063829787234042,0.7,70,0.6075550891920252,NCAA Football 06,2005.0,Sports,0.7
Children’s Music,Can't Swim,"""sometimes you meet the right people at the wrong times""",0.4893617021276595,0.29,28,0.4889821615949632,The Simpsons Game,2007.0,Platform,0.27
Soundtrack,Max Richter,"""we circle through the night, consumed by fire"" - Recorded at Spotify Studios NYC",0.4148936170212766,0.77,77,0.4165792235047219,Final Fantasy XII: Revenant Wings,2007.0,Role-Playing,0.77
Soundtrack,Yuki Hayashi,"""上""",0.648936170212766,0.27,27,0.6469045120671564,Spyro: Enter the Dragonfly,2002.0,Platform,0.27
Hip-Hop,The Notorious B.I.G.,#!*@ You Tonight (feat. R. Kelly) - 2014 Remastered Version,0.4361702127659574,0.29,28,0.4433368310598111,Sonic Advance 3,2004.0,Platform,0.27
World,Aphex Twin,#11,0.6702127659574468,0.81,81,0.6647429171038824,SoulCalibur II,2003.0,Fighting,0.8
World,Aphex Twin,#12,0.6808510638297872,0.7,70,0.6810073452256034,Pro Evolution Soccer 2012,2011.0,Sports,0.7
World,Aphex Twin,#17,0.6382978723404256,0.76,76,0.6374606505771249,Final Fantasy XIII,2010.0,Role-Playing,0.77
World,Aphex Twin,#18,0.6914893617021276,0.56,56,0.6941238195173137,ATV Offroad Fury 2,2002.0,Racing,0.58
Electronic,Aphex Twin,#19,0.6702127659574468,0.69,69,0.6705141657922351,PES 2009: Pro Evolution Soccer,2008.0,Sports,0.7
R&B,Trey Songz,#1Fan,0.5319148936170213,0.5,50,0.5304302203567681,Buzz! The Music Quiz,2005.0,Misc,0.5
World,Nils Frahm,#2,0.6702127659574468,0.63,63,0.6689401888772298,Spec Ops: Airborne Commando,2002.0,Shooter,0.63
World,Aphex Twin,#20,0.5425531914893617,0.76,76,0.5320041972717734,Dragon Quest VI: Realms of Revelation,2010.0,Role-Playing,0.77
World,Aphex Twin,#23,0.7021276595744681,0.71,71,0.70199370409234,Pro Evolution Soccer 2010,2009.0,Sports,0.7
World,Aphex Twin,#24,0.7021276595744681,0.69,69,0.70199370409234,Pro Evolution Soccer 2010,2009.0,Sports,0.7
Anime,Ling tosite sigure,#5,0.8297872340425532,0.43,43,0.8604407135362014,Pokémon Trading Card Game,1998.0,Strategy,0.43
R&B,Lo-Fang,#88,0.4574468085106383,0.56,56,0.4464847848898216,Twisted Metal: Black,2001.0,Racing,0.58
Jazz,Nate Harasim,#Harmonypark,0.6276595744680851,0.42,42,0.6636935991605457,Sim Theme Park,1998.0,Strategy,0.43
Comedy,Chris Hardwick,#JohnMayer,0.7978723404255319,0.43,43,0.7880377754459601,Command & Conquer: Red Alert,1996.0,Strategy,0.43
Comedy,Alonzo Bodden,#Metoo,0.851063829787234,0.57,56,0.8520461699895069,The Simpsons: Road Rage,2001.0,Racing,0.58
Dance,Lil' Kim,#Mine (feat. Kevin Gates),0.4680851063829787,0.49,49,0.4674711437565582,Midway Arcade Treasures,2003.0,Misc,0.5
Dance,The Chainsmokers,#SELFIE,0.3085106382978723,0.29,28,0.306925498426023,Mega Man X,1993.0,Platform,0.27
Soul,Rajitheone,#WhiteGirlVoice,0.5,0.63,63,0.503672612801679,Die Hard Trilogy,1996.0,Shooter,0.63
Comedy,Bo Burnham,#deep,0.5,0.63,63,0.503672612801679,Die Hard Trilogy,1996.0,Shooter,0.63
Comedy,Iliza Shlesinger,#partygoblin,0.7340425531914894,0.49,49,0.7334732423924449,The Sims: Bustin' Out,2003.0,Simulation,0.5
Ska,Bomb the Music Industry!,"$2,400,000",0.7659574468085106,0.64,64,0.7670514165792235,Medal of Honor,1998.0,Shooter,0.63
Blues,Jimi Hendrix,$20 Fine,0.5638297872340425,0.29,28,0.5613850996852047,Ratchet & Clank Future: A Crack in Time,2009.0,Platform,0.27
Comedy,Christopher Titus,$30 Million Fail,0.7446808510638298,0.51,51,0.74501573976915,Mario Party 2,1999.0,Misc,0.5
Comedy,Ralphie May,$97 Salad,0.7446808510638298,0.51,51,0.74501573976915,Mario Party 2,1999.0,Misc,0.5
Children’s Music,The Neighbourhood,$TING,0.425531914893617,0.43,43,0.4281217208814271,Sid Meier's Civilization V,2010.0,Strategy,0.43
Comedy,Shane Mauss,% of Assholes,0.8297872340425532,0.58,57,0.8363064008394544,F-1 Race,1990.0,Racing,0.58
Dance,Apink,%%(Eung Eung),0.2659574468085106,0.27,27,0.2686253934942287,Sonic Colors,2010.0,Platform,0.27
Alternative,Sir Sly,&Run,0.3723404255319149,0.51,51,0.3735571878279118,Imagine: Wedding Designer,2008.0,Simulation,0.5
Soul,Brian McKnight,'42 (Grown Up Tipsy),0.6063829787234042,0.57,56,0.6065057712486883,Jet Moto,1996.0,Racing,0.58
Jazz,Lemon Jelly,'75 aka Stay With You,0.4468085106382978,0.44,44,0.4286463798530955,Pocket Monsters Stadium,1998.0,Strategy,0.43
Jazz,Lemon Jelly,'88 aka Come Down On Me,0.5744680851063829,0.44,44,0.5383001049317944,Pikmin,2001.0,Strategy,0.43
Opera,Vincenzo Bellini,'Casta Diva...Ah! bello a me ritorna' from 'Norma',0.6914893617021276,0.85,85,0.6983210912906611,LEGO Harry Potter: Years 1-4,2010.0,Adventure,0.85
Soul,Lenny Williams,'Cause I Love You,0.4680851063829787,0.57,56,0.4868835257082896,Tokyo Xtreme Racer Zero,2000.0,Racing,0.58
Indie,This Band,'Di Na Babalik,0.2659574468085106,0.56,56,0.2660020986358867,Need for Speed: Most Wanted,2005.0,Racing,0.58
Soundtrack,James Horner,'Freedom'/The Execution Bannockburn,0.5,0.86,86,0.5047219307450157,SpongeBob's Atlantis SquarePantis,2007.0,Adventure,0.85
Opera,Giacomo Puccini,'O Mio Babbino Caro' from Gianni Schicchi,0.8191489361702128,0.85,85,0.8210912906610703,The Legend of Zelda: Spirit Tracks,2009.0,Adventure,0.85
Opera,Luciano Pavarotti,'O Surdato 'nnamorato,0.7553191489361702,0.44,44,0.7728226652675761,Age of Empires II: The Age of Kings,1999.0,Strategy,0.43
Opera,José Carreras,'O sole mio - Live,0.7234042553191489,0.63,63,0.720881427072403,Half-Life 2,2004.0,Shooter,0.63
Classical,Ludwig van Beethoven,"'Ode To Joy' From Symphony No. 9 In D Minor 'Choral', Op.125",0.7872340425531915,0.51,51,0.7869884575026234,Cooking Mama: Cook Off,2007.0,Simulation,0.5
Jazz,Thelonious Monk,'Round About Midnight,0.6595744680851063,0.69,69,0.6589716684155299,Madden NFL 13,2012.0,Sports,0.7
Jazz,Wes Montgomery Trio,'Round Midnight,0.6595744680851063,0.76,76,0.6558237145855195,Final Fantasy III,2006.0,Role-Playing,0.77
Jazz,Miles Davis,"'Round Midnight - Live from Olympia Theatre, Paris",0.6595744680851063,0.62,62,0.6605456453305352,SOCOM: U.S. Navy SEALs: Combined Assault,2006.0,Shooter,0.63
Jazz,João Gilberto,'S Wonderful,0.4893617021276595,0.57,56,0.4879328436516265,Gran Turismo 4 Prologue,2003.0,Racing,0.58
Jazz,Anita O'Day,'S Wonderful / They Can't Take That Away From Me,0.5638297872340425,0.64,64,0.5634837355718783,Crackdown,2007.0,Shooter,0.63
Movie,Mel Gibson,'Sons of Scotland' [Braveheart - Original Sound Track],0.8297872340425532,0.71,71,0.8315844700944386,Mario & Sonic at the Olympic Winter Games,2009.0,Sports,0.7
Opera,Léo Delibes,'The Flower Duet' from Lakmé,0.7553191489361702,0.77,77,0.7539349422875131,Star Wars: The Old Republic,2011.0,Role-Playing,0.77
Soul,Paloma Faith,'Til I'm Done,0.4574468085106383,0.42,42,0.4286463798530955,Pocket Monsters Stadium,1998.0,Strategy,0.43
Reggae,Buju Banton,'Til I'm Laid To Rest,0.5638297872340425,0.26,26,0.5613850996852047,Ratchet & Clank Future: A Crack in Time,2009.0,Platform,0.27
Country,Keith Urban,'Til Summer Comes Around,0.5531914893617021,0.5,50,0.5540398740818469,Toy Story Mania!,2009.0,Misc,0.5
Electronic,Boogie T,'Til The Joint Rolled,0.5851063829787234,0.29,28,0.5865687303252886,Sonic the Hedgehog 3,1994.0,Platform,0.27
Jazz,Esperanza Spalding,'Til the Next (eyes),0.648936170212766,0.58,57,0.6516264428121721,Need for Speed: ProStreet,2007.0,Racing,0.58
Hip-Hop,Eminem,'Till I Collapse,0.0957446808510638,0.42,42,0.1007345225603357,Empire: Total War,2009.0,Strategy,0.43
Blues,John Hammond,'Till The Money Runs Out,0.6914893617021276,0.42,42,0.7088142707240294,Halo Wars,2009.0,Strategy,0.43
Jazz,Red Garland Trio,'Tis Autumn,0.5319148936170213,0.81,81,0.5388247639034628,Fight Night Round 3,2006.0,Fighting,0.8
Jazz,Holly Cole,'zat You Santa Claus,0.648936170212766,0.7,70,0.6500524658971668,NBA 2K12,2011.0,Sports,0.7
Folk,The Everly Brothers,('Til) I Kissed You,0.4468085106382978,0.42,42,0.4286463798530955,Pocket Monsters Stadium,1998.0,Strategy,0.43
Soul,The Isley Brothers,(At Your Best) You Are Love,0.6063829787234042,0.69,69,0.6075550891920252,NCAA Football 06,2005.0,Sports,0.7
Jazz,Between The Buried And Me,(B) The Decade Of Statues,0.6170212765957447,0.51,51,0.612277019937041,SingStar,2004.0,Misc,0.5
Jazz,El Michels Affair,(Bonus Track) Iron Maiden,0.6063829787234042,0.57,56,0.6065057712486883,Jet Moto,1996.0,Racing,0.58
Alternative,The Offspring,(Can't Get My) Head Around You,0.4574468085106383,0.28,28,0.4580272822665268,Kirby Super Star,1996.0,Platform,0.27
Ska,The Specials,(Dawning of A) New Era - 2015 Remaster,0.6702127659574468,0.29,28,0.6747114375655824,Scooby-Doo! Night of 100 Frights,2002.0,Platform,0.27
Electronic,Jamiroquai,(Don't) Give Hate a Chance,0.4893617021276595,0.27,27,0.4889821615949632,The Simpsons Game,2007.0,Platform,0.27
Ska,Soda Stereo,(En) El Séptimo Día - Remasterizado 2007,0.4893617021276595,0.27,27,0.4889821615949632,The Simpsons Game,2007.0,Platform,0.27
R&B,Brandy,(Everything I Do) I Do It for You,1.0,0.5,50,0.9968520461699896,Wii Play,2006.0,Misc,0.5
