Rank,Game Title,Year,Genre
591,Dissidia: Final Fantasy,2008.0,Fighting
592,Guitar Hero III: Legends of Rock,2007.0,Misc
593,Syphon Filter 2,2000.0,Shooter
594,Volleyball,1987.0,Sports
595,Far Cry 3,2012.0,Shooter
596,Madden NFL 12,2011.0,Sports
597,Rock Band 2,2008.0,Misc
598,Mahjong,1983.0,Misc
599,Super Mario RPG: Legend of the Seven Stars,1996.0,Role-Playing
600,SimCity 2000,1992.0,Simulation
601,Halo: Combat Evolved Anniversary,2011.0,Shooter
602,Sonic's Ultimate Genesis Collection,2009.0,Misc
603,Saints Row,2006.0,Action
604,Dance Dance Revolution Extreme,2004.0,Simulation
605,Resident Evil 4,2007.0,Action
606,Final Fantasy Tactics Advance,2003.0,Action
607,Grand Theft Auto: Episodes from Liberty City,2009.0,Adventure
608,Kinect Sports: Season Two,2011.0,Sports
609,Pro Evolution Soccer 2012,2011.0,Sports
610,Project Gotham Racing,2001.0,Racing
611,Golf,1989.0,Sports
612,Midnight Club: Los Angeles,2008.0,Racing
613,Mortal Kombat,2011.0,Fighting
614,LEGO Indiana Jones: The Original Adventures,2008.0,Adventure
615,Pokémon Ranger,2006.0,Role-Playing
616,Kinect: Disneyland Adventures,2011.0,Misc
617,Tony Hawk's Pro Skater,2000.0,Sports
618,Need for Speed: Hot Pursuit 2,2002.0,Racing
619,Dynasty Warriors 4,2003.0,Action
620,Parasite Eve,1998.0,Role-Playing
621,Scooby-Doo! Night of 100 Frights,2002.0,Platform
622,Project Gotham Racing (JP weekly sales),2002.0,Action
623,LEGO Harry Potter: Years 1-4,2010.0,Adventure
624,Guitar Hero II,2007.0,Misc
625,Devil May Cry 3: Dante's Awakening,2005.0,Action
626,Monster Hunter Tri,2009.0,Role-Playing
627,Finding Nemo,2003.0,Action
628,Tetris Worlds,2002.0,Puzzle
629,PES 2009: Pro Evolution Soccer,2008.0,Sports
630,Mario Party 5,2003.0,Misc
631,Warcraft: Orcs & Humans,1994.0,Strategy
632,Spec Ops: Airborne Commando,2002.0,Shooter
633,Tetris DS,2006.0,Puzzle
634,Yu-Gi-Oh! The Eternal Duelist Soul,2001.0,Strategy
635,Dead Island,2011.0,Action
636,Saints Row: The Third,2011.0,Action
637,The Incredibles,2004.0,Action
638,Pokémon Mystery Dungeon: Red Rescue Team,2005.0,Role-Playing
639,R4: Ridge Racer Type 4,1998.0,Racing
640,SoulCalibur II,2003.0,Fighting
641,Call of Duty: Roads to Victory,2007.0,Shooter
642,Sim Theme Park,1998.0,Strategy
643,Sonic Mega Collection,2002.0,Misc
644,Street Fighter IV,2009.0,Fighting
645,NBA Jam,1992.0,Sports
646,The Sims 2: Pets,2006.0,Simulation
647,Rock Band,,Misc
648,SOCOM: U.S. Navy SEALs: Combined Assault,2006.0,Shooter
649,Peter Jackson's King Kong: The Official Game of the Movie,2005.0,Action
650,Donkey Kong Country,2003.0,Platform
651,Madden NFL 13,2012.0,Sports
652,NBA 2K11,2010.0,Sports
653,1080°: TenEighty Snowboarding,1998.0,Sports
654,NBA Live 2004,2003.0,Sports
655,Mario Sports Mix,2010.0,Sports
656,BioShock 2,2010.0,Shooter
657,Final Fantasy III,2006.0,Role-Playing
658,Midnight Club: Los Angeles,2008.0,Racing
659,UFC 2009 Undisputed,2009.0,Fighting
660,Tom Clancy's Splinter Cell: Conviction,2010.0,Action
661,Dragon Warrior,1986.0,Role-Playing
662,Super Street Fighter II,1993.0,Fighting
663,Need for Speed: Hot Pursuit,2010.0,Racing
664,Kirby's Epic Yarn,2010.0,Platform
665,Need for Speed: ProStreet,2007.0,Racing
666,Dead Rising,2006.0,Action
667,Tenchu: Stealth Assassins,1997.0,Action
668,NBA 2K12,2011.0,Sports
669,Harry Potter and the Chamber of Secrets,2002.0,Adventure
670,Harry Potter and the Chamber of Secrets,2002.0,Adventure
671,SimCity,1991.0,Simulation
672,Pokémon Mystery Dungeon: Blue Rescue Team,2005.0,Role-Playing
673,Yoshi,1991.0,Puzzle
674,Spyro: Enter the Dragonfly,2002.0,Platform
675,Zumba Fitness,2010.0,Sports
676,PGR4 - Project Gotham Racing 4,2007.0,Racing
677,Devil May Cry 2,2003.0,Action
678,Sonic Unleashed,2008.0,Platform
679,TouchMaster,2007.0,Puzzle
680,Just Dance Kids,2010.0,Misc
681,Rayman Raving Rabbids: TV Party,2008.0,Misc
682,Rad Racer,1986.0,Racing
683,Soccer,1985.0,Sports
684,Scribblenauts,2009.0,Puzzle
685,Need for Speed: ProStreet,2007.0,Racing
686,Crash Nitro Kart,2003.0,Racing
687,Grand Theft Auto: San Andreas,2005.0,Action
688,The 7th Guest,1992.0,Adventure
689,Star Wars: Dark Forces,1994.0,Shooter
690,Star Wars: The Force Unleashed,2008.0,Action
691,NBA Street Vol. 2,2003.0,Sports
692,Final Fantasy XIII,2010.0,Role-Playing
693,Def Jam Vendetta,2003.0,Fighting
694,Alleyway,1989.0,Puzzle
695,Scooby Doo and the Cyber Chase,2001.0,Adventure
696,Dragon Ball Z: Budokai 3,2004.0,Fighting
697,Jet Moto 2,1997.0,Racing
698,Tom Clancy's Ghost Recon,2002.0,Shooter
699,X-Men Legends,2004.0,Role-Playing
700,Virtua Fighter 2,1995.0,Fighting
701,Mortal Kombat II,1993.0,Fighting
702,LEGO Star Wars: The Complete Saga,2007.0,Action
703,Tetris DX,1998.0,Puzzle
704,Skylanders Giants,2012.0,Action
705,Need for Speed: Most Wanted 5-1-0,2005.0,Racing
706,The Legend of Zelda: Oracle of Ages,2001.0,Adventure
707,FIFA Soccer 09,2008.0,Sports
708,Hot Shots Golf: Open Tee,2004.0,Sports
709,Wipeout: The Game,2009.0,Misc
710,Your Shape featuring Jenny McCarthy,2009.0,Sports
711,Red Faction,2001.0,Shooter
712,The Sims: Makin' Magic,2003.0,Simulation
713,MX Unleashed,2004.0,Racing
714,Metal Gear Solid: Peace Walker,2010.0,Action
715,PaRappa The Rapper,1996.0,Misc
716,Kirby Squeak Squad,2006.0,Platform
717,Mario Party 3,2000.0,Misc
718,Tom Clancy's Rainbow Six: Vegas,2006.0,Shooter
719,Just Dance 3,2011.0,Misc
720,Star Wars Rogue Leader: Rogue Squadron II,2001.0,Simulation
721,Dance Central 2,2011.0,Misc
722,Need For Speed: Undercover,2008.0,Racing
723,Kingdom Hearts: Birth by Sleep,2010.0,Role-Playing
724,Kingdom Hearts 358/2 Days,2009.0,Role-Playing
725,Yu-Gi-Oh! Forbidden Memories,1999.0,Role-Playing
726,Mortal Kombat: Deception,2004.0,Fighting
727,Hot Shots Golf 2,1999.0,Sports
728,Medal of Honor: European Assault (All Region sales),2005.0,Shooter
729,Far Cry 3,2012.0,Shooter
730,WCW Nitro,1998.0,Fighting
731,Star Fox Adventures,2002.0,Adventure
732,FIFA 2000,1998.0,Sports
733,Dynasty Warriors 3,2001.0,Action
734,Call of Duty: World at War,2008.0,Shooter
735,The Legend of Zelda: Oracle of Seasons,2001.0,Adventure
736,Madden NFL 06,2005.0,Sports
737,Shrek 2,2004.0,Platform
738,The Legend of Dragoon,1999.0,Role-Playing
739,Turok 2: Seeds of Evil,1997.0,Platform
740,SingStar,2004.0,Misc
741,Dead Space,2008.0,Action
742,NBA Live 2002,2001.0,Sports
743,Chrono Cross,1999.0,Role-Playing
744,Jak 3,2004.0,Platform
745,Kingdom Hearts: Chain of Memories,2004.0,Role-Playing
746,Pinball,1984.0,Action
747,Gran Turismo Concept 2001 Tokyo,,Racing
748,Madden NFL 09,2008.0,Sports
749,NCAA Football 06,2005.0,Sports
750,"Hey You, Pikachu!",1998.0,Simulation
751,Jet Moto,1996.0,Racing
752,Secret of Mana,1993.0,Role-Playing
753,Game Party 2,2008.0,Misc
754,Mario Super Sluggers,2008.0,Sports
755,Air Combat,1995.0,Simulation
756,Call of Duty 2,2005.0,Shooter
757,Need for Speed: Shift,2009.0,Racing
758,Sonic & Knuckles,1994.0,Platform
759,Namco Museum,2001.0,Misc
760,The Sims: Hot Date,2001.0,Simulation
761,DDRMAX2: Dance Dance Revolution,2003.0,Simulation
762,Guitar Hero: World Tour,2008.0,Misc
763,Crazy Taxi,2000.0,Racing
764,Virtua Fighter 4,2002.0,Fighting
765,LEGO Star Wars: The Complete Saga,2007.0,Action
766,Toy Story 3: The Video Game,2010.0,Action
767,Sly 2: Band of Thieves,2004.0,Platform
768,Sonic Advance 2,2002.0,Platform
769,NFL GameDay 2000,1999.0,Sports
770,Dead Island,2011.0,Action
771,Borderlands,2009.0,Shooter
772,The Lion King,1994.0,Platform
773,Midnight Club II,2003.0,Racing
774,Rayman Raving Rabbids 2,2007.0,Misc
775,SpongeBob SquarePants: SuperSponge,2001.0,Action
776,Madden NFL 07,2006.0,Sports
777,The Getaway: Black Monday,2004.0,Action
778,Need for Speed: The Run,2011.0,Racing
779,50 Cent: Bulletproof,2005.0,Action
780,Final Fantasy II,1991.0,Role-Playing
781,Kirby 64: The Crystal Shards,2000.0,Platform
782,Dead or Alive 3,2001.0,Fighting
783,Phineas and Ferb,2009.0,Action
784,Metroid II: Return of Samus,1991.0,Adventure
785,WWF Attitude,1998.0,Fighting
786,The SpongeBob SquarePants Movie,2004.0,Platform
787,Golden Sun,2001.0,Role-Playing
788,Kid Icarus,1986.0,Platform
789,Sonic the Hedgehog 3,1994.0,Platform
790,Def Jam: Fight for NY,2004.0,Action
791,Tom Clancy's Ghost Recon,2002.0,Shooter
792,State of Emergency,2002.0,Action
793,The Urbz: Sims in the City,2004.0,Simulation
794,Burnout Paradise,2008.0,Racing
795,Star Wars: Starfighter,2001.0,Simulation
796,Madden NFL 2000,1998.0,Sports
797,Star Wars Battlefront,2004.0,Shooter
798,Pro Evolution Soccer,2001.0,Sports
799,Star Wars: The Force Unleashed,2008.0,Action
800,Kirby's Adventure,1993.0,Platform
801,Disney's Aladdin,1993.0,Platform
802,GoldenEye 007 (2010),2010.0,Action
803,Star Wars Episode I: The Phantom Menace,1999.0,Adventure
804,Xenosaga Episode I: Der Wille zur Macht,2002.0,Role-Playing
805,Dragon Quest Monsters: Joker,2006.0,Role-Playing
806,Madden NFL 99,1998.0,Sports
807,SSX Tricky,2001.0,Sports
808,Twisted Metal III,1998.0,Action
809,Nintendo Land,2012.0,Action
810,Harry Potter and the Sorcerer's Stone,2001.0,Action
811,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003.0,Action
812,Call of Duty: World at War Final Fronts,2008.0,Shooter
813,Need for Speed: Most Wanted - A Criterion Game,2012.0,Racing
814,Madden NFL 2005,2004.0,Sports
815,Star Ocean: Till The End of Time,2003.0,Role-Playing
816,NBA 2K11,2010.0,Sports
817,Toy Story 2: Buzz Lightyear to the Rescue!,1998.0,Platform
818,Ace Combat 5: The Unsung War,2004.0,Simulation
819,Need for Speed Underground,2003.0,Racing
820,Tetris Worlds,2001.0,Puzzle
821,FIFA Soccer 08,2007.0,Sports
822,The Orange Box,2007.0,Shooter
823,The Sims 2: University,2005.0,Simulation
824,UFC 2009 Undisputed,2009.0,Fighting
825,FIFA Soccer 10,2009.0,Sports
826,NBA 2K13,2012.0,Action
827,Super Puyo Puyo,1993.0,Puzzle
828,Guild Wars 2,2012.0,Role-Playing
829,NCAA Football 07,2006.0,Sports
830,SOCOM 3: U.S. Navy SEALs,2005.0,Shooter
831,Jampack Winter '99,1999.0,Misc
832,WCW vs. nWo: World Tour,1997.0,Fighting
833,Crackdown,2007.0,Shooter
834,WCW/NWO Thunder,1998.0,Fighting
835,Harry Potter and the Sorcerer's Stone,2001.0,Action
836,Dragon Ball Z: The Legacy of Goku,2002.0,Role-Playing
837,Ratchet & Clank Future: A Crack in Time,2009.0,Platform
838,Imagine: Teacher,2008.0,Simulation
839,Resident Evil 4,2005.0,Action
840,World Championship Poker: Featuring Howard Lederer - All In,2006.0,Misc
841,Demon's Souls,2009.0,Role-Playing
842,NFL GameDay 98,1997.0,Sports
843,Mortal Kombat vs DC Universe,2008.0,Fighting
844,Yoshi's Cookie,1992.0,Puzzle
845,Time Crisis,1997.0,Shooter
846,Ben 10: Protector of Earth,2007.0,Action
847,The Sims: Superstar,2003.0,Simulation
848,Metroid Fusion,2002.0,Adventure
849,SSX 3,2003.0,Sports
850,Madden NFL 2001,2000.0,Sports
851,Toy Story Mania!,2009.0,Misc
852,Star Wars Battlefront II,2005.0,Shooter
853,"Monsters, Inc.",2001.0,Adventure
854,Tony Hawk's Pro Skater 3,2001.0,Sports
855,Disney's DuckTales,1989.0,Platform
856,PGR: Project Gotham Racing 2,2003.0,Racing
857,Spy Hunter,2001.0,Racing
858,NCAA Football 2004,2003.0,Sports
859,SpongeBob SquarePants: Battle for Bikini Bottom,2003.0,Platform
860,The Beatles: Rock Band,2009.0,Misc
861,Street Fighter II': Special Champion Edition,1992.0,Fighting
862,SSX,2000.0,Sports
863,NBA Ballers,2004.0,Sports
864,NBA Live 2003,2002.0,Sports
865,Dragon Ball Z: Budokai Tenkaichi,2005.0,Fighting
866,Street Fighter IV,2009.0,Fighting
867,Personal Trainer: Math,2007.0,Puzzle
868,Mario Party 6,2004.0,Misc
869,Super Scope 6,1991.0,Shooter
870,Metroid Prime 3: Corruption,2007.0,Shooter
871,Kirby & the Amazing Mirror,2004.0,Platform
872,Tom Clancy's Rainbow Six,1999.0,Shooter
873,Ghosts 'n Goblins,1986.0,Platform
874,Tiger Woods PGA Tour 2003,2002.0,Sports
875,NBA Live 06 (All region sales),2005.0,Sports
876,Prince of Persia: Warrior Within,2004.0,Adventure
877,Big Beach Sports,2008.0,Sports
878,New Super Mario Bros. U,2012.0,Action
879,ESPN NFL 2K5,2004.0,Sports
880,Fight Night Round 3,2006.0,Fighting
881,Pikmin,2001.0,Strategy
882,Tiger Woods PGA Tour 2004,2003.0,Sports
883,We Ski,2008.0,Sports
884,Portal 2,2011.0,Shooter
885,Ape Escape,1999.0,Platform
886,NCAA Football 2005,2004.0,Sports
887,Shaun White Snowboarding: Road Trip,2008.0,Sports
888,Tony Hawk's American Wasteland (Old all region sales),2005.0,Sports
889,Kirby Air Ride,2003.0,Racing
890,Star Wars Battlefront: Renegade Squadron,2007.0,Shooter
891,Sled Storm,1998.0,Racing
892,NFL Street 2,2004.0,Sports
893,Dragon Quest VI: Realms of Revelation,2010.0,Role-Playing
894,Yu-Gi-Oh! Duel Monsters,1998.0,Strategy
895,Super Mario Strikers,2005.0,Sports
896,Buzz! The Music Quiz,2005.0,Misc
897,Midnight Club 3: DUB Edition (America/Others Sales),2005.0,Racing
898,F-1 World Grand Prix,1998.0,Racing
899,Silent Hill,1999.0,Adventure
900,Sonic Heroes,2003.0,Platform
901,Saints Row 2,2008.0,Action
902,ESPN NBA 2K5,2004.0,Sports
903,Grand Theft Auto: Episodes from Liberty City,2010.0,Adventure
904,The Legend of Zelda: Twilight Princess,2006.0,Adventure
905,Army of Two,2008.0,Shooter
906,The Sims 3: Pets,2011.0,Simulation
907,Soul Blade,1996.0,Fighting
908,Dragon Quest IV: Chapters of the Chosen,2007.0,Role-Playing
909,NASCAR 2000,1999.0,Racing
910,MySims,2007.0,Simulation
911,Need for Speed Carbon,2006.0,Racing
912,Star Wars The Clone Wars: Lightsaber Duels,2008.0,Action
913,Jampack Summer 2K,2000.0,Misc
914,Spyro 2: Season of Flame,2002.0,Platform
915,Pro Evolution Soccer 2008,2007.0,Sports
916,Heavenly Sword,2007.0,Action
917,Pro Evolution Soccer 2010,2009.0,Sports
918,NCAA Football 2002,2001.0,Sports
919,Mario Hoops 3 on 3,2006.0,Sports
920,Viva Pinata,2006.0,Simulation
921,Conflict: Desert Storm,2002.0,Shooter
922,Mario Party 7,2005.0,Misc
923,Mortal Kombat,2011.0,Fighting
924,Just Cause 2,2010.0,Action
925,Smuggler's Run,2000.0,Racing
926,Fight Night Round 3,2006.0,Fighting
927,Donkey Kong Classics,1988.0,Platform
928,Twisted Metal,1995.0,Action
929,Final Fight,1990.0,Action
930,Pokemon Pinball: Ruby & Sapphire,2003.0,Misc
931,Stuntman,2002.0,Racing
932,Skate 3,2010.0,Sports
933,Tom Clancy's Rainbow Six 3,2003.0,Shooter
934,Mortal Kombat vs DC Universe,2008.0,Fighting
935,Spider-Man 2: Enter: Electro,2001.0,Action
936,007: The World is not Enough,2000.0,Action
937,Rock Band,,Misc
938,Hannah Montana: Music Jam,2007.0,Action
939,inFAMOUS 2,2011.0,Action
940,Command & Conquer: Tiberian Sun,1999.0,Strategy
941,Dark Cloud,2000.0,Role-Playing
942,Warcraft III: The Frozen Throne,2003.0,Strategy
943,MVP Baseball 2005,2005.0,Sports
944,Far Cry 2,2008.0,Shooter
945,SpongeBob's Atlantis SquarePantis,2007.0,Adventure
946,Resident Evil 6,2012.0,Action
947,Die Hard Trilogy,1996.0,Shooter
948,Kirby's Return to Dreamland,2011.0,Platform
949,Warcraft III: Reign of Chaos,2002.0,Strategy
950,Mortal Kombat 3,1994.0,Fighting
951,Guitar Hero: On Tour Decades,2008.0,Misc
952,NFL GameDay 99,1998.0,Sports
953,Dragon Quest V: Hand of the Heavenly Bride,2008.0,Role-Playing
954,High School Musical 3: Senior Year,2008.0,Misc
955,Mario Golf: Toadstool Tour,2003.0,Sports
956,Tiger Woods 99 PGA Tour Golf,1997.0,Sports
957,Pokémon Mystery Dungeon: Explorers of Sky,2009.0,Role-Playing
958,Game Party 3,2009.0,Puzzle
959,Knockout Kings,1997.0,Fighting
960,The Simpsons Skateboarding,2002.0,Sports
961,Need For Speed: Undercover,2008.0,Racing
962,Active Life: Outdoor Challenge,2008.0,Sports
963,Pokémon Battle Revolution,2006.0,Role-Playing
964,NASCAR 98,1996.0,Racing
965,F1 Race,1984.0,Racing
966,NASCAR 99,1998.0,Racing
967,NBA Live 2000,1998.0,Sports
968,Super Monkey Ball 2,2002.0,Puzzle
969,Pac-Man World 2,2002.0,Action
970,SoulCalibur IV,2008.0,Fighting
971,Assassin's Creed: Bloodlines,2009.0,Action
972,Simpsons Wrestling,2001.0,Fighting
973,MySims Kingdom,2008.0,Simulation
974,NBA Live 98,1997.0,Sports
975,The Simpsons Game,2007.0,Platform
976,Monopoly,1997.0,Misc
977,Gran Turismo 4 Prologue,2003.0,Racing
978,SoulCalibur II,2003.0,Fighting
979,Tokyo Xtreme Racer Zero,2000.0,Racing
980,NFL Blitz,1998.0,Sports
981,Red Faction II,2002.0,Shooter
982,Madden NFL 2001,2000.0,Sports
983,WWF No Mercy,2000.0,Fighting
984,Sonic CD,1993.0,Platform
985,Ice Climber,1985.0,Platform
986,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,1986.0,Platform
987,Mega Man 2,1988.0,Action
988,Dragon Age: Origins,2009.0,Role-Playing
989,Pac-Man World,1998.0,Action
990,Final Fantasy: Crystal Chronicles,2003.0,Role-Playing
991,Resident Evil: The Umbrella Chronicles,2007.0,Shooter
992,Medal of Honor: Frontline,2002.0,Shooter
993,Madden NFL 09,2008.0,Sports
994,Banjo-Tooie,2000.0,Platform
995,Buzz! The BIG Quiz,2006.0,Misc
996,Hitman: Absolution,2012.0,Action
997,Dirge of Cerberus: Final Fantasy VII,2006.0,Shooter
998,MySims Kingdom,2008.0,Simulation
999,Nintendo World Cup,1990.0,Sports
1000,Wario Land II,1997.0,Platform
1001,WWF WrestleMania 2000,1999.0,Fighting
1002,Tom Clancy's Ghost Recon Advanced Warfighter,2006.0,Shooter
1003,Major League Baseball 2K5,2005.0,Sports
1004,Fight Night 2004,2004.0,Fighting
1005,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004.0,Action
1006,Rage,2011.0,Shooter
1007,Guitar Hero 5,2009.0,Misc
1008,The Simpsons Game,2007.0,Platform
1009,Mario Golf,1999.0,Sports
1010,Disney Princess,2003.0,Platform
1011,Imagine: Master Chef,2007.0,Simulation
1012,Call of Duty: Modern Warfare: Reflex Edition,2009.0,Shooter
1013,New Play Control! Mario Power Tennis,2009.0,Sports
1014,Xenogears,1998.0,Role-Playing
1015,The SpongeBob SquarePants Movie,2004.0,Platform
1016,Midway Arcade Treasures,2003.0,Misc
1017,Triple Play 99,,Sports
1018,Devil May Cry 4,2008.0,Action
1019,Super Monkey Ball,2001.0,Puzzle
1020,Disney Sing It: Pop Hits,2009.0,Misc
1021,Mortal Kombat 4,1998.0,Fighting
1022,Mario Superstar Baseball,2005.0,Sports
1023,WCW vs the World,1998.0,Fighting
1024,Onimusha 3: Demon Siege,2004.0,Action
1025,Red Dead Revolver,2004.0,Shooter
1026,Resident Evil Outbreak,2003.0,Action
1027,Tamagotchi,1996.0,Simulation
1028,Namco Museum 64,1999.0,Misc
1029,Sonic Colors,2010.0,Platform
1030,Dark Souls,2011.0,Role-Playing
1031,Call of Duty: Black Ops,,Shooter
1032,Drawn To Life: SpongeBob SquarePants Edition,2008.0,Adventure
1033,SingStar Pop,2007.0,Misc
1034,Kirby Super Star,1996.0,Platform
1035,Tiger Woods PGA Tour 2005,2004.0,Sports
1036,NCAA Football 2003,2002.0,Sports
1037,Frogger 2: Swampy's Revenge,1999.0,Action
1038,Disney's DuckTales,1988.0,Platform
1039,Classic NES Series: Super Mario Bros.,2004.0,Platform
1040,Triple Play 2000,1999.0,Sports
1041,Wall-E,2008.0,Platform
1042,Rock Band 2,2008.0,Misc
1043,Fight Night Round 4,2009.0,Fighting
1044,Fight Night Round 3,2006.0,Fighting
1045,NBA Live 06 (Weekly american sales),2005.0,Sports
1046,Disney Fairies: Tinker Bell,2008.0,Adventure
1047,The Legend of Zelda: The Minish Cap,2004.0,Adventure
1048,NFL Street,2004.0,Sports
1049,Super Metroid,1994.0,Adventure
1050,Resident Evil,2002.0,Action
1051,Just Cause 2,2010.0,Action
1052,LEGO Star Wars: The Video Game,2005.0,Action
1053,My Word Coach,2007.0,Misc
1054,The Lion King,1994.0,Platform
1055,Knockout Kings 2000,1999.0,Fighting
1056,Twisted Metal: Black,2001.0,Racing
1057,NASCAR 2005: Chase for the Cup,2004.0,Racing
1058,Spider-Man: The Movie,2002.0,Action
1059,Football Manager 2012,2011.0,Sports
1060,The House of the Dead 2 & 3 Return,2008.0,Shooter
1061,Need For Speed: Undercover,2008.0,Racing
1062,Sonic Advance 3,2004.0,Platform
1063,Final Fantasy III,1990.0,Role-Playing
1064,007: Quantum of Solace,2008.0,Action
1065,Paper Mario: Sticker Star,2012.0,Action
1066,WWE SmackDown vs Raw 2008,2007.0,Fighting
1067,Colin McRae Rally 3,2002.0,Racing
1068,Tiger Woods PGA Tour 09 All-Play,2008.0,Sports
1069,Portal 2,2011.0,Shooter
1070,Madden NFL 2002,2001.0,Sports
1071,Smarty Pants,2007.0,Misc
1072,Battlefield: Bad Company,2008.0,Shooter
1073,NBA Jam,1994.0,Sports
1074,Dynasty Warriors 5,2005.0,Action
1075,Call of Duty 3,2006.0,Shooter
1076,Hitman: Absolution,2012.0,Action
1077,Hasbro Family Game Night,2008.0,Puzzle
1078,Kinectimals,2010.0,Simulation
1079,True Crime: Streets of LA,2003.0,Action
1080,Homefront,2011.0,Shooter
1081,Paper Mario,2000.0,Role-Playing
1082,Duke Nukem: Time to Kill,1998.0,Shooter
1083,Hannah Montana: Spotlight World Tour,2007.0,Action
1084,Dave Mirra Freestyle BMX 2,2001.0,Sports
1085,LEGO Indiana Jones: The Original Adventures,2008.0,Adventure
1086,A Collection of Activision Classic Games for the Atari 2600,1998.0,Misc
1087,Ridge Racer,2004.0,Racing
1088,BioShock 2,2010.0,Shooter
1089,Star Wars Knights of the Old Republic II: The Sith Lords,2004.0,Role-Playing
1090,Pocket Monsters Stadium,1998.0,Strategy
1091,Sid Meier's Civilization V,2010.0,Strategy
1092,Sonic Classic Collection,2010.0,Platform
1093,Tom Clancy's Ghost Recon 2,2004.0,Shooter
1094,Borderlands 2,2012.0,Shooter
1095,SingStar Abba,2008.0,Misc
1096,Dead to Rights,2002.0,Shooter
1097,Sonic Rivals,2006.0,Racing
1098,LEGO Star Wars III: The Clone Wars,2011.0,Action
1099,Dragon Quest Monsters: Joker 2,2010.0,Role-Playing
1100,The Sims 3: Late Night Expansion Pack,2010.0,Simulation
1101,Rayman Raving Rabbids,2006.0,Misc
1102,LEGO Star Wars II: The Original Trilogy,2006.0,Action
1103,Madden NFL 98,1997.0,Sports
1104,Sega Genesis Collection,2006.0,Misc
1105,Samurai Warriors,2004.0,Action
1106,The Simpsons: Hit & Run,2003.0,Racing
1107,SoulCalibur IV,2008.0,Fighting
1108,SaGa Frontier,1997.0,Role-Playing
1109,SingStar Party,2004.0,Misc
1110,Inazuma Eleven 2: Blizzard / Firestorm,2009.0,Role-Playing
1111,Test Drive,2002.0,Racing
1112,Super Scribblenauts,2010.0,Puzzle
1113,Final Fantasy XII: Revenant Wings,2007.0,Role-Playing
1114,Fight Night Round 4,2009.0,Fighting
1115,Mortal Kombat 3,1994.0,Fighting
1116,Doom 3,2005.0,Shooter
1117,Dead Space 2,2011.0,Shooter
1118,Donkey Kong Jungle Beat,2004.0,Platform
1119,Need for Speed Carbon,2006.0,Racing
1120,FIFA Soccer 08,2007.0,Sports
1121,Max Payne 2: The Fall of Max Payne,2003.0,Shooter
1122,MVP Baseball 2004,2004.0,Sports
1123,FIFA Soccer 08,2007.0,Sports
1124,Spider-Man: The Movie,2002.0,Action
1125,WWF War Zone,1998.0,Fighting
1126,Tony Hawk's Pro Skater,2000.0,Sports
1127,The Sims: Bustin' Out,2003.0,Simulation
1128,Triple Play 2001,2000.0,Sports
1129,Metroid Prime 2: Echoes,2004.0,Shooter
1130,Corvette,2004.0,Racing
1131,UFC Undisputed 2010,2010.0,Fighting
1132,Command & Conquer: Red Alert 2,2000.0,Strategy
1133,Dead Rising 2,2010.0,Action
1134,Gyromite,1985.0,Puzzle
1135,NFL 2K3,2002.0,Sports
1136,Fighting Force,1997.0,Fighting
1137,Mega Man Battle Network 4: Red Sun / Blue Moon,2003.0,Role-Playing
1138,Madden NFL 97,1996.0,Sports
1139,TNN Motor Sports Hardcore 4x4,1996.0,Racing
1140,Hello Kitty Party,2007.0,Misc
1141,Ridge Racer 7,2006.0,Racing
1142,IHRA Drag Racing 2,2002.0,Racing
1143,FIFA Soccer 09,2008.0,Sports
1144,Madagascar,2005.0,Platform
1145,Rugrats Studio Tour,1999.0,Adventure
1146,Sonic Rivals 2,2007.0,Racing
1147,Turok: Evolution,2002.0,Shooter
1148,Kinect Star Wars,2012.0,Action
1149,Burnout 3: Takedown,2004.0,Racing
1150,Yu-Gi-Oh! The Sacred Cards,2002.0,Role-Playing
1151,Hasbro Family Game Night 2,2009.0,Misc
1152,NBA Live 07,2006.0,Sports
1153,LEGO Indiana Jones 2: The Adventure Continues,2009.0,Adventure
1154,Yoshi's Cookie,1992.0,Puzzle
1155,Monster Hunter Freedom,2005.0,Role-Playing
1156,World of Warcraft: Mists of Pandaria,2012.0,Role-Playing
1157,SingStar '80s,2005.0,Misc
1158,Dead Space,2008.0,Action
1159,Test Drive 5,1997.0,Racing
1160,R.B.I. Baseball 2,1987.0,Sports
1161,Lost Planet: Extreme Condition,2006.0,Shooter
1162,Digimon World,1999.0,Role-Playing
1163,Tom Clancy's Rainbow Six: Vegas 2,2008.0,Shooter
1164,Mega Man Battle Network 3 Blue / White Version,2002.0,Role-Playing
1165,Resident Evil Zero,2002.0,Action
1166,Far Cry 2,2008.0,Shooter
1167,Need for Speed Underground Rivals,2005.0,Racing
1168,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,Platform
1169,Transformers,2004.0,Shooter
1170,Super Street Fighter IV,2010.0,Fighting
1171,Gardening Mama,2009.0,Puzzle
1172,Skate 3,2010.0,Sports
1173,Moshi Monsters: Moshling Zoo,2011.0,Misc
1174,Devil May Cry 4,2008.0,Action
1175,Midnight Club 3: DUB Edition (America weekly sales),2005.0,Racing
