Rank,Game Title,Year,Genre
0.9087093389296957,Crash Team Racing,1999.0,Racing
0.9081846799580273,Grand Theft Auto: Vice City Stories,2006.0,Action
0.9076600209863589,Driver 2,2000.0,Action
0.9071353620146905,Assassin's Creed III,2012.0,Action
0.906610703043022,The Simpsons: Hit & Run,2003.0,Racing
0.9060860440713536,Tony Hawk's Pro Skater 2,2000.0,Sports
0.9055613850996852,The Lord of the Rings: The Two Towers,2002.0,Action
0.9050367261280168,Tomb Raider,1996.0,Action
0.9045120671563484,The Legend of Zelda: A Link to the Past,1991.0,Adventure
0.9039874081846799,The Legend of Zelda: The Wind Waker,2002.0,Adventure
0.9034627492130116,Uncharted: Drake's Fortune,2007.0,Action
0.9029380902413432,God of War III,2010.0,Action
0.9024134312696748,Assassin's Creed,2007.0,Adventure
0.9018887722980063,Madden NFL 2005,2004.0,Sports
0.9013641133263379,Guitar Hero III: Legends of Rock,2007.0,Misc
0.9008394543546695,The Elder Scrolls V: Skyrim,2011.0,Role-Playing
0.9003147953830011,Assassin's Creed: Brotherhood,2010.0,Action
0.8997901364113327,Madden NFL 07,2006.0,Sports
0.8992654774396642,Spider-Man: The Movie,2002.0,Action
0.8987408184679958,FIFA Soccer 13,2012.0,Action
0.8982161594963274,Dragon Warrior VII,2000.0,Role-Playing
0.897691500524659,LEGO Star Wars: The Complete Saga,2007.0,Action
0.8971668415529905,God of War,2005.0,Action
0.8966421825813221,Animal Crossing: City Folk,2008.0,Simulation
0.8961175236096538,Tony Hawk's Pro Skater 3,2001.0,Sports
0.8955928646379854,Winning Eleven: Pro Evolution Soccer 2007,2006.0,Sports
0.895068205666317,Guitar Hero III: Legends of Rock,2007.0,Misc
0.8940188877229801,Mario & Sonic at the Olympic Winter Games,2009.0,Sports
0.8934942287513117,Need for Speed: Most Wanted,2005.0,Racing
0.8929695697796433,Assassin's Creed: Brotherhood,2010.0,Action
0.8924449108079748,Sonic the Hedgehog,1991.0,Platform
0.8919202518363064,Michael Jackson: The Experience,2010.0,Misc
0.891395592864638,Namco Museum,2001.0,Misc
0.8908709338929696,Metal Gear Solid 3: Snake Eater,2004.0,Action
0.8903462749213011,Batman: Arkham City,2011.0,Action
0.8898216159496327,Warcraft II: Tides of Darkness,1995.0,Strategy
0.8892969569779644,FIFA Soccer 06,2005.0,Sports
0.888772298006296,EyeToy Play,2003.0,Misc
0.8882476390346276,Assassin's Creed III,2012.0,Action
0.8871983210912907,Frogger,1997.0,Action
0.8866736621196223,Madden NFL 2003,2002.0,Sports
0.8861490031479539,Resistance: Fall of Man,2006.0,Shooter
0.8856243441762854,Super Mario World 2: Yoshi's Island,1995.0,Platform
0.885099685204617,Gran Turismo 5 Prologue,2007.0,Racing
0.8845750262329486,Half-Life,1997.0,Shooter
0.8840503672612802,Fable II,2008.0,Role-Playing
0.8835257082896117,FIFA 07 Soccer,2006.0,Sports
0.8830010493179433,Street Fighter II Turbo,1992.0,Fighting
0.8824763903462749,Kingdom Hearts II,2005.0,Role-Playing
0.8819517313746066,Daxter,2006.0,Platform
0.8814270724029382,God of War II,2007.0,Action
0.8809024134312697,FIFA Soccer 12,2011.0,Sports
0.8803777544596013,World Soccer Winning Eleven 9,2005.0,Sports
0.8798530954879329,Namco Museum Vol.3,1996.0,Misc
0.8793284365162645,Tekken Tag Tournament,2000.0,Fighting
0.878803777544596,Star Fox 64,1997.0,Shooter
0.8782791185729276,Fallout 3,2008.0,Role-Playing
0.8772298006295908,Forza Motorsport 2,2007.0,Racing
0.8767051416579223,World of Warcraft: The Burning Crusade,2007.0,Role-Playing
0.8761804826862539,World of Warcraft: Wrath of the Lich King,2008.0,Role-Playing
0.8756558237145855,Namco Museum: 50th Anniversary,2005.0,Misc
0.8751311647429171,The Elder Scrolls IV: Oblivion,2006.0,Role-Playing
0.8746065057712488,Professor Layton and the Diabolical Box,2007.0,Adventure
0.8740818467995803,Forza Motorsport 4,2011.0,Racing
0.8735571878279119,Carnival Games,2007.0,Misc
0.8730325288562435,Donkey Kong Land,1994.0,Platform
0.8725078698845751,Assassin's Creed: Revelations,2011.0,Action
0.8719832109129066,Tony Hawk's Underground,2003.0,Sports
0.8714585519412382,StarCraft II: Wings of Liberty,2010.0,Strategy
0.8709338929695698,Tekken 5,2005.0,Fighting
0.8704092339979014,Dragon Warrior III,1988.0,Role-Playing
0.869884575026233,World Soccer Winning Eleven 8 International,2004.0,Sports
0.8693599160545645,Namco Museum Vol.1,1995.0,Misc
0.8688352570828961,EA Sports Active,2009.0,Sports
0.8683105981112277,Assassin's Creed: Revelations,2011.0,Action
0.8677859391395593,The Legend of Zelda: Link's Awakening,1992.0,Adventure
0.8667366211962225,Flash Focus: Vision Training in Minutes a Day,2007.0,Misc
0.8662119622245541,Resident Evil Director's Cut,1996.0,Action
0.8656873032528857,MotorStorm,2006.0,Racing
0.8651626442812173,The Sims: Unleashed,2002.0,Simulation
0.8646379853095488,Harry Potter and the Sorcerer's Stone,2001.0,Action
0.8641133263378804,StarCraft,1998.0,Strategy
0.863588667366212,Big Brain Academy: Wii Degree,2007.0,Misc
0.8630640083945436,Mario & Luigi: Bowser's Inside Story,2009.0,Role-Playing
0.8625393494228751,Resident Evil 3: Nemesis,1999.0,Action
0.8620146904512067,Spyro: Year of the Dragon,2000.0,Platform
0.8614900314795383,Batman: Arkham Asylum,2009.0,Action
0.8609653725078699,FIFA Soccer 2005,2004.0,Sports
0.8604407135362014,Pokémon Trading Card Game,1998.0,Strategy
0.8599160545645331,Tomodachi Collection,2009.0,Misc
0.8593913955928647,Tony Hawk's Pro Skater 4,2002.0,Sports
0.8588667366211963,Banjo-Kazooie,1998.0,Platform
0.8583420776495279,SOCOM: U.S. Navy SEALs,2002.0,Shooter
0.8578174186778594,Batman: Arkham City,2011.0,Action
0.857292759706191,Ratchet & Clank: Size Matters,2007.0,Platform
0.8567681007345226,Jak and Daxter: The Precursor Legacy,2001.0,Platform
0.8562434417628542,The Legend of Zelda: Skyward Sword,2011.0,Adventure
0.8557187827911857,Pokémon Snap,1999.0,Simulation
0.8551941238195173,Pro Evolution Soccer 2008,2007.0,Sports
0.8546694648478489,LEGO Indiana Jones: The Original Adventures,2008.0,Adventure
0.8541448058761805,Resident Evil 4,2005.0,Action
0.853620146904512,MySims,2007.0,Simulation
0.8530954879328436,Star Wars Battlefront,2004.0,Shooter
0.8525708289611753,Doom II,1994.0,Shooter
0.8520461699895069,The Simpsons: Road Rage,2001.0,Racing
0.8515215110178385,Luigi's Mansion,2001.0,Action
0.85099685204617,Left 4 Dead 2,2009.0,Shooter
0.8504721930745016,Star Wars Battlefront II,2005.0,Shooter
0.8499475341028332,WWF SmackDown!,2000.0,Fighting
0.8494228751311648,Midnight Club 3: DUB Edition,2005.0,Racing
0.8488982161594963,Guitar Hero: World Tour,2008.0,Misc
0.8483735571878279,Grand Theft Auto: Liberty City Stories,2006.0,Action
0.8478488982161595,The Getaway,2002.0,Action
0.8473242392444911,Tomb Raider III: Adventures of Lara Croft,1997.0,Adventure
0.8467995802728226,Super Paper Mario,2007.0,Platform
0.8462749213011542,James Bond 007: Agent Under Fire,2001.0,Shooter
0.8457502623294859,LEGO Star Wars: The Video Game,2005.0,Action
0.8452256033578175,FIFA Soccer 10,2009.0,Sports
0.8447009443861491,Rugrats in Paris: The Movie,2000.0,Action
0.8441762854144806,Spyro 2: Ripto's Rage!,1999.0,Platform
0.8436516264428122,Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996.0,Platform
0.8431269674711438,Cooking Mama 2: Dinner With Friends,2007.0,Simulation
0.8415529905561385,Who wants to be a millionaire,1999.0,Misc
0.8410283315844701,Sports Champions,2010.0,Sports
0.8405036726128017,FIFA Soccer 11,2010.0,Sports
0.8399790136411333,Diablo,1996.0,Role-Playing
0.8394543546694648,Guitar Hero: On Tour,2008.0,Misc
0.8389296956977964,Tekken 4,2002.0,Fighting
0.8384050367261281,Mario & Sonic at the London 2012 Olympic Games,2011.0,Sports
0.8378803777544597,Grand Theft Auto 2,1998.0,Adventure
0.8373557187827912,Final Fantasy III,1994.0,Role-Playing
0.8368310598111228,Spider-Man 2,2004.0,Action
0.8363064008394544,F-1 Race,1990.0,Racing
0.835781741867786,FIFA Soccer 2003,2002.0,Sports
0.8352570828961176,Crash Bash,2000.0,Misc
0.8347324239244491,Fallout: New Vegas,2010.0,Role-Playing
